word,start,end,score,speaker
Because,614.84,614.98,0.259,SPEAKER_01
literally,615.04,615.361,0.806,SPEAKER_02
just,615.441,615.621,0.937,SPEAKER_02
your,615.641,615.821,0.808,SPEAKER_02
presence,615.921,616.362,0.89,SPEAKER_02
and,616.422,616.482,0.835,SPEAKER_02
your,616.522,616.662,0.97,SPEAKER_02
ability,616.702,617.103,0.823,SPEAKER_02
to,617.123,617.223,0.832,SPEAKER_02
just,617.283,617.423,0.996,SPEAKER_02
listen,617.603,617.984,0.929,SPEAKER_02
to,618.024,618.104,0.778,SPEAKER_02
me,618.164,618.304,0.823,SPEAKER_02
and,618.324,618.384,0.333,SPEAKER_02
to,618.985,619.085,0.923,SPEAKER_02
just,619.125,619.265,0.989,SPEAKER_02
"be,",619.365,619.666,0.899,SPEAKER_02
not,619.786,619.966,0.639,SPEAKER_02
fix,620.046,620.326,0.905,SPEAKER_01
it.,620.447,620.507,0.893,SPEAKER_01
"Well,",621.127,621.288,0.909,SPEAKER_01
that's,621.308,621.468,0.995,SPEAKER_01
what,621.488,621.588,0.858,SPEAKER_01
I,621.608,621.628,0.029,SPEAKER_01
have,621.688,621.788,0.372,SPEAKER_01
to,621.808,621.868,0.857,SPEAKER_01
remember,621.908,622.289,0.876,SPEAKER_01
because,622.469,622.629,0.263,SPEAKER_01
sometimes,623.07,623.45,0.861,SPEAKER_01
I'll,623.53,623.63,0.136,SPEAKER_01
start,623.65,623.911,0.675,SPEAKER_01
"saying,",623.991,624.131,0.416,SPEAKER_01
"well,",624.151,624.571,0.887,SPEAKER_01
call,624.591,624.752,0.869,SPEAKER_01
this,624.792,624.912,0.784,SPEAKER_01
"person,",624.952,625.232,0.946,SPEAKER_01
do,625.252,625.452,0.678,SPEAKER_01
"that,",625.513,625.853,0.58,SPEAKER_01
do,625.873,625.913,0.19,SPEAKER_01
"this,",625.933,626.093,0.291,SPEAKER_01
and,626.113,626.193,0.275,SPEAKER_01
then,626.313,626.394,0.002,SPEAKER_01
you,626.414,626.494,0.418,SPEAKER_01
"go,",626.514,627.114,0.798,SPEAKER_01
"Mom,",627.535,627.615,0.25,
Take,627.73,627.97,0.793,SPEAKER_01
a,628.01,628.03,0.68,SPEAKER_01
breath.,628.07,629.612,0.805,SPEAKER_01
Just,630.393,630.654,0.907,SPEAKER_02
listen,630.774,631.154,0.865,SPEAKER_02
to,631.174,631.214,0.492,SPEAKER_02
me.,631.395,631.575,0.858,SPEAKER_02
I,631.775,631.795,0.984,SPEAKER_02
don't,631.835,631.995,0.776,SPEAKER_02
need,632.055,632.236,0.941,SPEAKER_02
you,632.276,632.376,0.549,SPEAKER_02
to,632.416,632.476,0.743,SPEAKER_02
be,632.536,632.636,0.954,SPEAKER_02
a,632.676,632.696,0.971,SPEAKER_02
fixer.,632.756,633.137,0.985,SPEAKER_02
I,633.197,633.277,0.726,SPEAKER_02
need,633.317,633.477,0.869,SPEAKER_02
you,633.517,633.597,0.994,SPEAKER_02
to,633.617,633.657,0.577,SPEAKER_02
just,633.718,633.858,0.982,SPEAKER_02
be,633.898,634.018,0.955,SPEAKER_02
support.,634.058,634.459,0.909,SPEAKER_02
I,634.499,634.559,0.362,SPEAKER_02
need,634.579,634.679,0.313,SPEAKER_02
you,634.699,634.779,0.839,SPEAKER_02
to,634.799,634.839,0.307,SPEAKER_02
be,634.879,634.979,0.678,SPEAKER_02
an,635.019,635.059,0.922,SPEAKER_02
ear.,635.239,635.44,0.932,SPEAKER_02
I,636.201,636.281,0.933,SPEAKER_02
just,636.321,636.401,0.983,SPEAKER_02
need,636.441,636.561,0.757,SPEAKER_02
your,636.581,636.721,0.825,SPEAKER_02
"heart,",636.781,637.022,0.836,SPEAKER_02
your,637.082,637.222,0.842,SPEAKER_02
"energy,",637.302,637.823,0.917,SPEAKER_02
the,638.043,638.123,0.681,SPEAKER_02
warmth,638.183,638.484,0.73,SPEAKER_02
you,638.504,638.644,0.73,SPEAKER_02
have,638.684,638.904,0.945,SPEAKER_02
as,638.964,639.024,0.651,SPEAKER_02
being,639.084,639.305,0.809,SPEAKER_02
my,639.365,639.485,0.914,SPEAKER_02
mom.,639.525,639.885,0.89,SPEAKER_02
Yeah.,640.106,640.386,0.598,SPEAKER_02
Yeah.,640.486,640.807,0.684,SPEAKER_02
That's,640.887,641.027,0.967,SPEAKER_02
a,641.067,641.107,0.456,SPEAKER_02
really,641.127,641.327,0.398,SPEAKER_02
good,641.347,641.427,0.248,SPEAKER_02
lesson,641.447,641.748,0.973,SPEAKER_02
for,641.788,641.908,0.838,SPEAKER_02
me.,641.928,642.088,0.78,SPEAKER_02
Yeah.,642.108,642.409,0.765,SPEAKER_01
Yeah.,643.43,643.67,0.645,SPEAKER_01
So,644.011,644.151,0.546,SPEAKER_01
while,644.171,644.311,0.492,SPEAKER_01
I'm,644.351,644.431,0.767,SPEAKER_01
helping,644.491,644.772,0.925,SPEAKER_01
"you,",644.832,645.092,0.98,SPEAKER_01
I'm,645.533,645.633,0.827,SPEAKER_01
learning,645.733,646.013,0.855,SPEAKER_01
something.,647.215,647.415,0.001,SPEAKER_01
"Hey,",647.435,647.595,0.877,SPEAKER_01
we're,647.755,647.916,0.258,SPEAKER_01
a,647.956,648.016,0.489,SPEAKER_01
two-way,648.056,648.436,0.854,SPEAKER_01
street.,648.456,648.917,0.791,SPEAKER_01
I,649.057,649.137,0.842,SPEAKER_01
know.,649.177,649.417,0.96,SPEAKER_01
"Oh,",650.539,650.639,0.916,SPEAKER_01
OK.,650.879,651.18,0.698,SPEAKER_01
What's,651.62,651.861,0.898,SPEAKER_01
the,651.901,652.041,0.669,SPEAKER_01
pain,652.101,652.501,0.813,SPEAKER_01
in,652.561,652.642,0.984,SPEAKER_01
me,652.702,652.922,0.925,SPEAKER_01
you,652.982,653.062,0.287,SPEAKER_01
wish,653.162,653.362,0.943,SPEAKER_01
you,653.402,653.503,0.947,SPEAKER_01
could,653.543,653.683,0.685,SPEAKER_01
heal,653.763,654.123,0.837,SPEAKER_01
and,654.163,654.724,0.867,SPEAKER_01
why?,654.784,655.425,0.813,SPEAKER_01
There's,659.118,659.378,0.562,SPEAKER_02
so,659.418,659.579,0.988,SPEAKER_02
much.,659.639,659.919,0.797,SPEAKER_02
Definitely,663.042,663.303,0.143,SPEAKER_02
in,663.323,663.403,0.734,SPEAKER_02
your,663.443,663.543,0.95,SPEAKER_02
"childhood,",663.583,664.144,0.818,SPEAKER_02
losing,665.365,665.625,0.941,SPEAKER_02
your,665.665,665.786,0.833,SPEAKER_02
mom.,665.806,666.166,0.942,SPEAKER_02
That's,667.067,667.247,0.857,SPEAKER_02
something,667.287,667.588,0.774,SPEAKER_02
that,667.628,667.768,0.852,SPEAKER_02
I,667.908,668.048,0.421,SPEAKER_02
feel.,668.929,669.229,0.854,SPEAKER_02
You,669.41,669.51,0.825,SPEAKER_02
know,669.55,669.65,0.527,SPEAKER_02
how,669.67,669.73,0.0,SPEAKER_02
they,669.75,669.89,0.917,SPEAKER_02
say,669.97,670.211,0.84,SPEAKER_02
generational,672.153,672.834,0.908,SPEAKER_02
trauma?,672.874,674.616,0.882,SPEAKER_02
I,674.956,675.036,0.997,SPEAKER_02
feel,675.216,675.657,0.787,SPEAKER_02
the,675.697,676.197,0.837,SPEAKER_02
pain,676.257,676.538,0.836,SPEAKER_02
of,676.578,676.638,0.952,SPEAKER_02
the,676.678,676.758,0.813,SPEAKER_02
loss,676.818,677.038,0.828,SPEAKER_02
of,677.098,677.138,1.0,SPEAKER_02
your,677.178,677.319,0.74,SPEAKER_02
mom.,677.339,677.679,0.901,SPEAKER_02
Losing,677.839,678.12,0.621,SPEAKER_02
her,678.16,678.26,0.9,SPEAKER_02
"twice,",678.32,678.78,0.793,SPEAKER_02
I,678.86,678.9,0.943,SPEAKER_02
"mean,",678.94,679.121,0.782,SPEAKER_02
to,679.221,679.501,0.924,SPEAKER_02
her,680.262,680.362,0.615,SPEAKER_02
first,680.422,680.642,0.908,SPEAKER_02
brain,680.682,680.923,0.698,SPEAKER_02
"aneurysm,",680.943,681.543,0.855,SPEAKER_02
and,681.804,681.904,0.837,SPEAKER_02
then,681.924,682.044,0.967,SPEAKER_02
living,682.084,682.324,0.908,SPEAKER_02
with,682.364,682.464,0.92,SPEAKER_02
a,682.525,682.545,0.984,SPEAKER_02
different,682.625,682.925,0.897,SPEAKER_02
"mom,",682.965,683.345,0.931,SPEAKER_02
and,684.186,684.287,0.93,SPEAKER_02
then,684.327,684.487,0.85,SPEAKER_02
losing,684.567,684.867,0.726,SPEAKER_02
her,684.907,685.007,0.957,SPEAKER_02
in,685.047,685.087,0.996,SPEAKER_02
your,685.127,685.248,0.668,SPEAKER_02
20s.,685.268,686.509,0.86,SPEAKER_02
"permanently,",686.489,687.21,0.849,SPEAKER_02
just,687.25,688.592,0.648,SPEAKER_02
like,688.813,688.953,0.901,SPEAKER_02
you,688.993,689.093,0.887,SPEAKER_02
experience,689.133,689.594,0.858,SPEAKER_02
so,689.714,689.875,0.899,SPEAKER_02
much,689.935,690.115,0.773,SPEAKER_02
trauma,690.155,690.696,0.834,SPEAKER_02
at,690.816,690.876,0.896,SPEAKER_02
such,690.956,691.137,0.824,SPEAKER_02
a,691.177,691.217,0.5,SPEAKER_02
young,691.277,691.477,0.828,SPEAKER_02
age.,691.637,691.878,0.903,SPEAKER_02
And,691.938,692.018,0.741,SPEAKER_02
as,692.318,692.439,0.65,SPEAKER_02
the,692.479,693.04,0.869,SPEAKER_02
daughter,693.12,693.52,0.735,SPEAKER_02
of,693.601,693.641,0.998,SPEAKER_02
a,693.681,693.741,0.333,SPEAKER_02
"mother,",693.801,694.101,0.799,SPEAKER_02
you,694.141,694.302,0.746,SPEAKER_02
don't,694.342,694.502,0.666,SPEAKER_02
realize,694.562,694.903,0.929,SPEAKER_02
that,694.923,695.043,0.663,SPEAKER_02
until,695.103,695.283,0.748,SPEAKER_02
you're,695.303,695.424,0.681,SPEAKER_02
an,695.444,695.484,0.686,SPEAKER_02
adult.,695.544,695.904,0.913,SPEAKER_02
As,696.345,696.445,0.98,SPEAKER_02
I,696.585,696.666,0.906,SPEAKER_02
got,696.766,697.226,0.761,SPEAKER_02
"older,",697.387,697.667,0.888,SPEAKER_02
I,697.687,697.707,0.999,SPEAKER_02
was,698.168,698.248,0.835,SPEAKER_02
able,698.408,698.629,0.725,SPEAKER_02
to,698.669,698.769,0.625,SPEAKER_02
see,698.929,699.23,0.907,SPEAKER_02
"you,",699.25,699.33,0.5,SPEAKER_02
not,700.291,700.432,0.859,SPEAKER_02
as,701.594,701.654,0.918,SPEAKER_02
my,701.694,701.814,0.975,SPEAKER_02
"mom,",701.874,702.295,0.93,SPEAKER_02
but,702.355,702.435,0.672,SPEAKER_02
just,702.495,702.595,0.753,SPEAKER_02
as,702.675,702.735,0.97,SPEAKER_02
a,702.755,702.775,0.982,SPEAKER_02
human,702.936,703.376,0.923,SPEAKER_02
living,703.617,703.877,0.833,SPEAKER_02
in,703.937,703.977,0.998,SPEAKER_02
this,704.018,704.158,0.651,SPEAKER_02
world.,704.218,704.578,0.746,SPEAKER_02
And,704.819,705.861,0.932,SPEAKER_02
it,705.921,705.961,0.962,SPEAKER_02
allowed,706.041,706.441,0.914,SPEAKER_02
me,706.502,706.622,0.873,SPEAKER_02
to,706.722,706.942,0.767,SPEAKER_02
have,706.982,707.223,0.858,SPEAKER_02
a,707.263,707.283,0.002,SPEAKER_02
lot,707.343,707.503,0.901,SPEAKER_02
of,707.543,707.583,0.999,SPEAKER_02
empathy,707.623,708.485,0.737,SPEAKER_02
for,708.565,708.685,0.799,SPEAKER_02
you,708.745,708.925,0.724,SPEAKER_02
and,708.946,709.006,0.333,SPEAKER_02
understanding.,709.486,710.488,0.811,SPEAKER_02
And,712.055,712.215,0.865,SPEAKER_02
I,712.255,712.316,0.92,SPEAKER_02
think,712.396,712.596,0.93,SPEAKER_02
it,712.857,712.917,0.872,SPEAKER_02
changed,712.957,713.238,0.859,SPEAKER_02
my,713.278,713.418,0.778,SPEAKER_02
mindset.,713.478,713.959,0.752,SPEAKER_02
You,713.979,714.059,0.79,SPEAKER_02
"know,",714.079,714.2,0.92,SPEAKER_02
that's,714.22,714.36,0.902,SPEAKER_02
when,714.4,714.52,0.946,SPEAKER_02
you,714.54,714.681,0.94,SPEAKER_02
go,714.721,714.901,0.716,SPEAKER_02
from,714.941,715.142,0.709,SPEAKER_02
like,715.202,715.362,0.868,SPEAKER_02
a,715.442,715.462,0.587,SPEAKER_02
kid,715.563,715.964,0.895,SPEAKER_02
to,716.084,716.204,0.846,SPEAKER_02
an,716.224,716.284,0.254,SPEAKER_02
adult,716.344,716.845,0.79,SPEAKER_02
and,716.946,717.126,0.841,SPEAKER_02
you,717.326,717.407,0.998,SPEAKER_02
can,717.427,717.567,0.905,SPEAKER_02
have,717.687,717.888,0.947,SPEAKER_02
this,717.948,718.088,0.832,SPEAKER_02
more,718.148,718.389,0.834,SPEAKER_02
friendship,718.429,719.511,0.666,SPEAKER_02
relationship.,719.692,720.373,0.894,SPEAKER_02
And,720.413,720.473,0.95,SPEAKER_02
I,720.493,720.513,0.808,SPEAKER_02
always,720.533,720.774,0.799,SPEAKER_02
think,720.834,721.015,0.937,SPEAKER_02
about,721.075,721.295,0.971,SPEAKER_02
these,721.676,721.816,0.78,SPEAKER_02
are,721.876,721.957,0.763,SPEAKER_02
the,721.997,722.057,0.994,SPEAKER_02
years,722.097,722.257,0.891,SPEAKER_02
you,722.297,722.398,0.855,SPEAKER_02
didn't,722.438,722.638,0.883,SPEAKER_02
get,722.658,722.778,0.881,SPEAKER_02
with,722.838,722.939,0.877,SPEAKER_02
your,722.979,723.139,0.821,SPEAKER_02
mom.,723.179,723.46,0.804,SPEAKER_02
I,723.56,723.6,0.913,SPEAKER_02
was,723.62,723.7,0.707,SPEAKER_02
just,723.74,723.861,0.848,SPEAKER_02
gonna,723.881,724.041,0.47,SPEAKER_02
"say,",724.061,724.222,0.774,SPEAKER_02
I,724.242,724.282,0.745,SPEAKER_02
didn't,724.322,724.482,0.613,SPEAKER_02
have,724.522,724.703,0.864,SPEAKER_02
that.,724.743,724.963,0.664,SPEAKER_02
Yeah.,725.043,725.845,0.833,SPEAKER_02
And,726.365,726.565,0.914,SPEAKER_02
I,726.866,726.986,0.997,SPEAKER_02
never,727.408,727.588,0.781,SPEAKER_02
took,727.628,727.768,0.878,SPEAKER_02
that,727.808,727.949,0.805,SPEAKER_02
for,727.989,728.089,0.825,SPEAKER_02
granted.,728.149,728.49,0.828,SPEAKER_02
I,728.51,728.55,0.784,SPEAKER_02
feel,728.59,728.671,0.308,SPEAKER_02
like,728.691,728.771,0.809,SPEAKER_02
I,728.831,728.911,0.968,SPEAKER_02
started,728.951,729.192,0.764,SPEAKER_02
to,729.212,729.252,0.662,SPEAKER_02
appreciate,729.312,729.713,0.791,SPEAKER_02
you,729.733,729.833,0.833,SPEAKER_02
more,729.954,730.234,0.776,SPEAKER_02
because,730.315,730.515,0.798,SPEAKER_02
I,730.575,730.635,0.995,SPEAKER_02
knew,730.756,730.956,0.716,SPEAKER_02
that,731.036,731.157,0.922,SPEAKER_02
we,731.257,731.417,0.814,SPEAKER_02
were,731.457,731.578,0.949,SPEAKER_02
having,731.618,731.818,0.978,SPEAKER_02
an,731.838,731.898,0.742,SPEAKER_02
experience,731.938,732.339,0.77,SPEAKER_02
that,732.379,732.48,0.978,SPEAKER_02
you,732.52,732.66,0.892,SPEAKER_02
never,732.72,732.901,0.705,SPEAKER_02
had.,732.981,733.302,0.877,SPEAKER_02
We,734.364,735.146,0.52,SPEAKER_02
get,735.166,735.286,0.763,SPEAKER_02
to,735.327,735.427,0.823,SPEAKER_02
be,735.487,735.768,0.904,SPEAKER_02
adults,735.948,736.369,0.88,SPEAKER_02
"together,",736.429,736.83,0.962,SPEAKER_02
like,736.89,737.331,0.921,SPEAKER_02
full-formed,737.432,738.073,0.784,SPEAKER_02
past,738.234,738.514,0.928,SPEAKER_02
25,738.534,739.176,0.78,SPEAKER_02
adults.,739.216,742.163,0.792,SPEAKER_02
I,743.358,743.498,0.853,SPEAKER_02
think,743.538,743.699,0.795,SPEAKER_02
it,743.739,743.779,0.914,SPEAKER_02
just,743.839,743.979,0.938,SPEAKER_02
makes,744.039,744.74,0.839,SPEAKER_02
me,744.84,745.0,0.818,SPEAKER_02
look,745.061,745.742,0.742,SPEAKER_02
at,745.762,745.802,0.996,SPEAKER_02
you,745.842,745.942,0.769,SPEAKER_02
in,745.982,746.042,0.812,SPEAKER_02
such,746.122,746.282,0.939,SPEAKER_02
a,746.322,746.342,0.998,SPEAKER_02
different,746.383,746.663,0.773,SPEAKER_02
way.,746.703,746.903,0.868,SPEAKER_02
I'm,747.003,747.124,0.825,SPEAKER_02
able,747.224,747.404,0.72,SPEAKER_02
to,747.444,747.524,0.727,SPEAKER_02
see,747.564,747.704,0.898,SPEAKER_02
you,747.745,747.825,0.989,SPEAKER_02
as,747.865,747.945,0.923,SPEAKER_02
my,747.985,748.105,0.949,SPEAKER_02
"mom,",748.165,748.486,0.817,SPEAKER_02
this,748.606,748.766,0.735,SPEAKER_02
"comfort,",748.846,749.247,0.93,SPEAKER_02
this,749.287,749.427,0.858,SPEAKER_02
soft,749.527,749.948,0.933,SPEAKER_02
landing,750.449,750.869,0.821,SPEAKER_02
for,750.949,751.07,0.994,SPEAKER_02
me,751.11,751.23,0.976,SPEAKER_02
always.,751.33,751.751,0.757,SPEAKER_02
But,752.432,752.512,0.988,SPEAKER_02
then,752.532,752.652,0.751,SPEAKER_02
I,752.692,752.752,0.598,SPEAKER_02
also,752.832,753.052,0.992,SPEAKER_02
see,753.093,753.213,0.999,SPEAKER_02
you,753.253,753.353,0.866,SPEAKER_02
as,753.413,753.473,0.666,SPEAKER_02
this,753.533,753.673,0.859,SPEAKER_02
flawed,753.774,754.154,0.79,SPEAKER_02
"human,",754.214,754.615,0.978,SPEAKER_02
which,754.755,754.875,0.929,SPEAKER_02
I,754.955,754.995,0.984,SPEAKER_02
think,755.035,755.216,0.773,SPEAKER_02
is,755.276,755.356,0.748,SPEAKER_02
really,755.476,755.736,0.765,SPEAKER_02
important.,755.777,756.397,0.869,SPEAKER_02
Like,757.299,757.419,0.958,SPEAKER_02
there's,757.459,757.659,0.896,SPEAKER_02
this,757.679,757.78,0.46,SPEAKER_02
thing,757.84,758.04,0.841,SPEAKER_02
that's,758.08,758.3,0.766,SPEAKER_02
kind,758.36,758.521,0.957,SPEAKER_02
of,758.561,758.601,0.994,SPEAKER_02
going,758.661,758.821,0.669,SPEAKER_02
around,758.861,759.001,0.88,SPEAKER_02
social,759.041,759.302,0.549,SPEAKER_02
media,759.322,759.482,0.387,SPEAKER_02
you,759.522,759.642,0.687,SPEAKER_02
see,759.682,760.363,0.869,SPEAKER_02
sometimes,760.383,760.704,0.852,SPEAKER_02
where,760.744,760.844,0.713,SPEAKER_02
people,760.884,761.125,0.872,SPEAKER_02
"say,",761.205,762.126,0.861,SPEAKER_02
Like,762.528,762.728,0.833,SPEAKER_02
this,762.748,762.889,0.981,SPEAKER_02
is,762.949,763.009,0.768,SPEAKER_02
a,763.069,763.089,0.995,SPEAKER_02
moment,763.149,763.409,0.757,SPEAKER_02
where,763.449,763.59,0.939,SPEAKER_02
I,763.65,763.67,0.551,SPEAKER_02
realized,763.75,764.09,0.78,SPEAKER_02
my,764.13,764.471,0.922,SPEAKER_02
mom,764.551,764.831,0.858,SPEAKER_02
or,764.871,764.951,0.813,SPEAKER_02
my,764.992,765.112,0.771,SPEAKER_02
"parents,",765.192,765.632,0.869,SPEAKER_02
this,766.033,766.173,0.893,SPEAKER_02
is,766.233,766.273,0.81,SPEAKER_02
their,766.313,766.474,0.807,SPEAKER_02
first,766.534,766.734,0.814,SPEAKER_02
time,766.794,766.994,0.746,SPEAKER_02
doing,767.054,767.275,0.802,SPEAKER_02
life.,767.375,767.695,0.91,SPEAKER_02
And,767.816,767.896,0.83,SPEAKER_02
you,767.916,768.016,0.942,SPEAKER_02
kind,768.056,768.176,0.9,SPEAKER_02
of,768.216,768.276,0.568,SPEAKER_02
had,768.296,768.396,0.844,SPEAKER_02
this,768.436,768.557,0.859,SPEAKER_02
epiphany,768.617,769.137,0.866,SPEAKER_02
of,769.197,769.258,0.973,SPEAKER_02
"like,",769.338,769.618,0.935,SPEAKER_02
this,769.758,769.919,0.859,SPEAKER_02
is,769.999,770.059,0.863,SPEAKER_02
your,770.099,770.399,0.857,SPEAKER_02
first,770.479,770.72,0.677,SPEAKER_02
take,770.78,770.98,0.839,SPEAKER_02
of,771.02,771.06,0.766,SPEAKER_02
"this,",771.1,771.26,0.934,SPEAKER_02
just,771.32,771.461,0.667,SPEAKER_02
like,771.521,771.641,0.761,SPEAKER_02
it's,771.701,771.801,0.752,SPEAKER_02
my,771.861,772.042,0.916,SPEAKER_02
first,772.082,772.302,0.635,SPEAKER_02
take.,772.342,772.582,0.921,SPEAKER_02
"Yeah,",772.983,773.083,0.215,SPEAKER_00
there's,773.103,773.283,0.704,SPEAKER_02
a,773.323,773.363,0.495,SPEAKER_02
30,773.383,773.844,0.815,SPEAKER_02
year,773.864,774.004,0.734,SPEAKER_02
difference,774.084,774.405,0.846,SPEAKER_02
between,774.465,774.765,0.801,SPEAKER_02
"us,",775.146,775.206,0.0,SPEAKER_02
but,775.226,775.426,0.912,SPEAKER_02
"like,",776.308,776.568,0.938,SPEAKER_02
we're,777.009,777.189,0.823,SPEAKER_02
both,777.249,777.449,0.92,SPEAKER_02
doing,777.529,777.73,0.885,SPEAKER_02
this,777.77,777.87,0.843,SPEAKER_02
for,777.91,777.99,0.994,SPEAKER_02
the,778.03,778.09,0.96,SPEAKER_02
first,778.13,778.33,0.675,SPEAKER_02
time.,778.391,778.751,0.761,SPEAKER_02
Neither,778.811,779.532,0.92,SPEAKER_02
of,779.572,779.612,0.994,SPEAKER_02
us,779.652,779.712,0.832,SPEAKER_02
have,779.732,779.833,0.907,SPEAKER_02
had,779.873,780.013,0.689,SPEAKER_02
this,780.053,780.173,0.858,SPEAKER_02
experience,780.233,780.714,0.81,SPEAKER_02
before.,780.734,781.094,0.894,SPEAKER_02
And,781.635,781.715,0.683,SPEAKER_02
it,781.755,781.815,0.685,SPEAKER_02
allows,781.835,782.136,0.651,SPEAKER_02
you,782.176,782.276,0.338,SPEAKER_02
to,782.296,782.336,0.476,SPEAKER_02
just,782.356,782.456,0.803,SPEAKER_02
have,782.476,782.597,0.895,SPEAKER_02
so,782.837,783.037,0.964,SPEAKER_02
"much,",783.057,783.217,0.87,SPEAKER_02
I,783.257,783.277,0.871,SPEAKER_02
wish,783.338,783.478,0.891,SPEAKER_02
I,783.518,783.558,0.946,SPEAKER_02
could,783.598,783.718,0.892,SPEAKER_02
understand,783.778,784.159,0.811,SPEAKER_02
that,784.199,784.299,0.976,SPEAKER_02
as,784.339,784.419,0.884,SPEAKER_02
a,784.479,784.499,0.983,SPEAKER_02
kid.,784.559,784.92,0.928,SPEAKER_02
And,784.96,785.601,0.792,SPEAKER_02
so,785.621,785.721,0.827,SPEAKER_02
I,785.761,785.781,0.861,SPEAKER_02
feel,785.841,785.981,0.958,SPEAKER_02
like,786.021,786.122,0.959,SPEAKER_02
it's,786.182,786.302,0.709,SPEAKER_02
allowed,786.582,786.883,0.798,SPEAKER_02
me,786.923,787.023,0.91,SPEAKER_02
to,787.083,787.263,0.982,SPEAKER_02
view,787.664,787.884,0.767,SPEAKER_02
you,787.944,788.064,0.908,SPEAKER_02
in,788.124,788.164,0.699,SPEAKER_02
a,788.184,788.204,0.961,SPEAKER_02
much,788.485,788.705,0.881,SPEAKER_02
"more,",788.805,789.987,0.877,SPEAKER_02
realistic,789.967,790.708,0.869,SPEAKER_02
way,790.768,791.048,0.79,SPEAKER_02
and,791.088,791.228,0.436,SPEAKER_02
just,791.248,791.368,0.727,SPEAKER_02
have,791.408,791.528,0.646,SPEAKER_02
so,791.669,791.829,0.936,SPEAKER_02
much,791.869,792.009,0.858,SPEAKER_02
more,792.049,792.189,0.74,SPEAKER_02
empathy,792.289,792.649,0.857,SPEAKER_02
for,792.729,792.85,0.956,SPEAKER_02
you,792.89,793.07,0.663,SPEAKER_02
and,793.11,793.931,0.791,SPEAKER_02
understanding,793.991,794.571,0.895,SPEAKER_02
and,794.591,794.671,0.822,SPEAKER_02
the,794.691,794.751,0.993,SPEAKER_02
ability,794.811,795.152,0.771,SPEAKER_02
to,795.192,795.272,0.748,SPEAKER_02
just,795.332,795.492,0.797,SPEAKER_02
see,795.612,795.832,0.883,SPEAKER_02
you,795.872,796.052,0.677,SPEAKER_02
for,796.193,796.393,0.91,SPEAKER_02
who,796.433,796.913,0.936,SPEAKER_02
you,796.953,797.053,0.863,SPEAKER_02
are,797.113,797.214,0.699,SPEAKER_02
outside,797.274,797.654,0.813,SPEAKER_02
of,797.694,797.734,0.992,SPEAKER_02
my,797.794,797.914,0.971,SPEAKER_02
mom.,797.954,798.294,0.936,SPEAKER_02
And,798.395,798.475,0.978,SPEAKER_02
I'm,798.495,798.595,0.844,SPEAKER_02
really,798.635,798.815,0.803,SPEAKER_02
grateful,798.875,799.195,0.845,SPEAKER_02
for,799.255,799.355,0.979,SPEAKER_02
that.,799.395,799.616,0.91,SPEAKER_02
I,800.637,800.697,0.626,SPEAKER_02
feel,800.737,800.837,0.376,SPEAKER_02
like,800.857,800.937,0.227,SPEAKER_02
it's,800.957,801.057,0.847,SPEAKER_02
made,801.077,801.197,0.899,SPEAKER_02
me,801.237,801.297,0.814,SPEAKER_02
love,801.357,801.517,0.919,SPEAKER_02
you,801.537,801.637,0.595,SPEAKER_02
even,801.718,801.898,0.922,SPEAKER_02
more,801.938,802.178,0.849,SPEAKER_02
and,802.218,803.519,0.876,SPEAKER_02
respect,803.579,803.96,0.767,SPEAKER_02
you,804.0,804.18,0.447,SPEAKER_02
even,804.26,804.42,0.96,SPEAKER_02
more.,804.44,804.64,0.893,SPEAKER_02
What,807.002,807.142,0.881,SPEAKER_02
does,807.203,807.343,0.671,SPEAKER_02
my,807.403,807.523,0.827,SPEAKER_02
love,807.603,807.823,0.857,SPEAKER_02
feel,807.903,808.083,0.931,SPEAKER_02
like?,808.143,808.404,0.838,SPEAKER_02
"Oh,",810.726,810.886,0.842,SPEAKER_01
gosh.,810.966,811.406,0.809,SPEAKER_01
Just,816.351,816.551,0.757,SPEAKER_01
in,816.651,816.711,0.92,SPEAKER_01
the,816.771,816.871,0.988,SPEAKER_01
last,816.931,817.212,0.79,SPEAKER_01
five,817.292,817.532,0.796,SPEAKER_01
"years,",817.612,818.893,0.755,SPEAKER_01
I've,819.177,819.437,0.71,SPEAKER_01
noticed,819.538,820.018,0.889,SPEAKER_01
that,820.078,820.199,0.927,SPEAKER_01
you,820.239,820.339,0.99,SPEAKER_01
kind,820.379,820.559,0.787,SPEAKER_01
of,820.619,820.679,0.878,SPEAKER_01
take,820.799,821.02,0.806,SPEAKER_01
care,821.08,821.34,0.764,SPEAKER_01
of,821.42,821.46,0.97,SPEAKER_01
me.,821.561,821.761,0.958,SPEAKER_01
And,822.602,822.682,0.686,SPEAKER_01
part,823.083,823.323,0.792,SPEAKER_01
of,823.343,823.383,0.004,SPEAKER_01
me,823.403,823.564,0.771,SPEAKER_01
doesn't,823.724,824.064,0.845,SPEAKER_01
like,824.125,824.385,0.893,SPEAKER_01
it,824.425,824.485,0.726,SPEAKER_01
because,825.607,826.348,0.879,SPEAKER_01
I,826.368,826.388,0.997,SPEAKER_01
feel,826.428,827.169,0.748,SPEAKER_01
"like,",827.209,827.45,0.835,SPEAKER_01
oh,828.01,828.05,0.226,SPEAKER_01
my,828.071,828.171,0.918,SPEAKER_01
