,word,start,end,score,speaker
1612,it's,770.865,771.125,0.574,SPEAKER_01
1613,so,771.185,771.346,0.954,SPEAKER_01
1614,important,771.406,771.826,0.956,SPEAKER_01
1615,"to,",771.886,772.147,0.849,SPEAKER_01
1616,"yeah,",774.029,774.27,0.376,SPEAKER_01
1617,I,774.29,774.31,0.009,SPEAKER_01
1618,don't,774.33,774.45,0.612,SPEAKER_01
1619,"know,",774.59,774.69,0.368,SPEAKER_01
1620,I,774.73,774.75,0.652,SPEAKER_01
1621,"just,",774.77,774.971,0.966,SPEAKER_01
1622,"yeah,",775.051,775.291,0.732,SPEAKER_01
1623,you're,775.331,775.532,0.898,SPEAKER_01
1624,here,775.552,775.672,0.693,SPEAKER_01
1625,because,775.732,775.912,0.972,SPEAKER_01
1626,I,775.952,776.012,0.965,SPEAKER_01
1627,chose,776.052,776.333,0.832,SPEAKER_01
1628,for,776.373,776.433,0.526,SPEAKER_01
1629,you,777.254,777.334,0.816,SPEAKER_01
1630,to,777.374,777.454,0.641,SPEAKER_01
1631,be,777.494,777.574,0.783,SPEAKER_01
1632,here,777.635,777.795,0.644,SPEAKER_01
1633,and,777.835,777.895,0.671,SPEAKER_01
1634,I,777.935,777.955,0.714,SPEAKER_01
1635,want,778.015,778.175,0.756,SPEAKER_01
1636,you,778.215,778.376,0.815,SPEAKER_01
1637,in,778.396,778.436,0.442,SPEAKER_01
1638,my,778.956,779.117,0.605,SPEAKER_01
1639,life.,779.177,779.297,0.64,SPEAKER_01
1640,"Yeah,",779.858,780.038,0.178,SPEAKER_01
1641,you,780.058,780.118,0.28,SPEAKER_01
1642,put,780.138,780.278,0.246,SPEAKER_01
1643,in,780.298,780.378,0.423,SPEAKER_01
1644,the,780.398,780.458,0.27,SPEAKER_01
1645,request.,780.519,782.882,0.825,SPEAKER_01
1646,Yeah.,782.902,783.002,0.0,SPEAKER_01
1647,And,783.022,783.102,0.843,SPEAKER_01
1648,you,783.142,783.343,0.808,SPEAKER_01
1649,know,783.443,783.523,0.162,SPEAKER_01
1650,"what,",783.563,783.683,0.986,SPEAKER_01
1651,you're,783.703,783.863,0.628,SPEAKER_01
1652,like,783.883,784.044,0.68,SPEAKER_01
1653,better,784.484,784.724,0.823,SPEAKER_01
1654,than,784.785,784.905,0.924,SPEAKER_01
1655,any,784.945,785.005,0.334,SPEAKER_01
1656,partner,786.086,786.447,0.602,SPEAKER_01
1657,that,786.467,786.607,0.639,SPEAKER_01
1658,I,786.988,787.048,0.991,SPEAKER_01
1659,had,787.088,787.208,0.955,SPEAKER_01
1660,imagined,787.268,787.769,0.965,SPEAKER_01
1661,I,787.789,787.809,0.997,SPEAKER_01
1662,would,788.049,788.189,0.864,SPEAKER_01
1663,have.,788.229,788.47,0.938,SPEAKER_01
1664,Yeah?,789.231,789.531,0.678,SPEAKER_01
1665,Yeah.,790.653,790.813,0.243,SPEAKER_01
1666,"Yeah,",790.895,791.216,0.522,SPEAKER_01
1667,you,791.556,791.676,0.781,SPEAKER_01
1668,exceed,791.757,792.217,0.894,SPEAKER_01
1669,expectations.,792.257,793.119,0.91,SPEAKER_01
1670,What,797.466,797.607,0.953,SPEAKER_01
1671,is,797.687,797.747,0.742,SPEAKER_01
1672,one,797.787,798.068,0.652,SPEAKER_01
1673,experience,798.188,798.869,0.826,SPEAKER_01
1674,you,798.909,798.969,0.328,SPEAKER_01
1675,can't,799.25,799.61,0.711,SPEAKER_01
1676,wait,799.71,799.971,0.913,SPEAKER_01
1677,for,800.011,800.151,0.841,SPEAKER_01
1678,us,800.251,800.352,0.77,SPEAKER_01
1679,to,800.412,800.532,0.942,SPEAKER_01
1680,share,800.592,800.913,0.886,SPEAKER_01
1681,and,800.933,801.514,0.67,SPEAKER_01
1682,why?,801.674,802.055,0.908,SPEAKER_01
1683,Being,804.298,804.479,0.827,SPEAKER_01
1684,parents.,804.519,804.899,0.93,SPEAKER_01
1685,"Yeah,",805.28,805.941,0.523,SPEAKER_01
1686,"yeah,",805.961,806.262,0.791,SPEAKER_01
1687,yeah.,807.604,808.746,0.645,SPEAKER_01
1688,I,808.786,808.826,0.822,SPEAKER_01
1689,really,808.886,809.087,0.747,SPEAKER_01
1690,hope,809.127,809.307,0.71,SPEAKER_01
1691,that's,809.347,809.528,0.733,SPEAKER_01
1692,a,809.568,809.608,0.627,SPEAKER_01
1693,blessing,809.648,809.908,0.828,SPEAKER_01
1694,that,809.948,810.069,0.861,SPEAKER_01
1695,comes,810.109,810.289,0.796,SPEAKER_01
1696,to,810.309,810.409,0.814,SPEAKER_01
1697,us.,810.489,810.609,0.72,SPEAKER_01
1698,"Oh,",810.87,811.03,0.755,SPEAKER_01
1699,me,811.05,811.211,0.92,SPEAKER_01
1700,too.,811.291,812.152,0.854,SPEAKER_01
1701,I,813.535,813.595,0.915,SPEAKER_01
1702,think,813.635,813.755,0.989,SPEAKER_01
1703,it,813.815,813.855,0.952,SPEAKER_01
1704,will,813.875,814.015,0.678,SPEAKER_01
1705,be,814.035,814.096,0.74,SPEAKER_01
1706,chaotic.,814.476,815.518,0.773,SPEAKER_01
1707,But,816.899,817.119,0.516,SPEAKER_01
1708,"like,",817.139,817.279,0.596,SPEAKER_01
1709,I,817.299,817.38,0.743,SPEAKER_01
1710,only,817.44,817.6,0.904,SPEAKER_01
1711,want,817.64,817.76,0.536,SPEAKER_01
1712,to,817.8,817.84,0.41,SPEAKER_01
1713,experience,817.9,818.341,0.942,SPEAKER_01
1714,that,818.381,818.481,0.952,SPEAKER_01
1715,kind,818.521,818.661,0.782,SPEAKER_01
1716,of,818.721,818.781,0.59,SPEAKER_01
1717,chaos,818.801,819.102,0.825,SPEAKER_01
1718,with,819.142,819.422,0.26,SPEAKER_01
1719,you.,819.442,819.522,0.454,SPEAKER_01
1720,So,819.622,819.843,0.966,SPEAKER_01
1721,I'm,820.764,820.884,0.807,SPEAKER_01
1722,excited,820.924,821.244,0.808,SPEAKER_01
1723,about,821.284,821.465,0.834,SPEAKER_01
1724,that.,821.505,821.665,0.887,SPEAKER_01
1725,Me,822.626,822.786,0.706,SPEAKER_01
1726,too.,822.826,823.046,0.658,SPEAKER_01
1727,Yeah.,823.347,824.969,0.372,SPEAKER_01
1728,Yeah.,824.989,825.089,0.003,SPEAKER_01
1729,Last,825.109,825.269,0.996,SPEAKER_01
1730,question.,825.309,825.69,0.885,SPEAKER_01
1731,What,831.036,831.196,0.977,SPEAKER_01
1732,is,831.297,831.377,0.962,SPEAKER_01
1733,your,831.437,831.577,0.673,SPEAKER_01
1734,greatest,831.677,832.077,0.928,SPEAKER_01
1735,hope,832.158,832.378,0.782,SPEAKER_01
1736,for,832.478,832.618,0.996,SPEAKER_01
1737,us?,832.758,832.838,0.928,SPEAKER_01
1738,My,836.843,836.983,0.964,SPEAKER_01
1739,greatest,837.043,837.444,0.909,SPEAKER_01
1740,hope,837.484,837.684,0.979,SPEAKER_01
1741,for,837.724,837.844,0.979,SPEAKER_01
1742,us,838.065,838.165,0.908,SPEAKER_01
1743,is,838.485,838.565,0.929,SPEAKER_01
1744,that,838.645,838.786,0.813,SPEAKER_01
1745,we,838.866,839.166,0.986,SPEAKER_01
1746,really,839.206,843.992,0.845,SPEAKER_01
1747,live,844.072,844.292,0.902,SPEAKER_01
1748,a,844.312,844.332,0.999,SPEAKER_01
1749,life,844.573,844.853,0.972,SPEAKER_01
1750,together,844.913,845.273,0.95,SPEAKER_01
1751,that's,845.334,845.534,0.873,SPEAKER_01
1752,really,845.614,845.834,0.876,SPEAKER_01
1753,full,845.874,846.535,0.834,SPEAKER_01
1754,and,847.004,847.184,0.674,SPEAKER_01
1755,"purposeful,",847.264,848.025,0.854,SPEAKER_01
1756,and,852.789,852.849,0.948,SPEAKER_01
1757,where,852.889,853.03,0.705,SPEAKER_01
1758,we,853.07,853.13,0.903,SPEAKER_01
1759,feel,853.17,853.35,0.956,SPEAKER_01
1760,content.,853.41,853.97,0.906,SPEAKER_01
1761,"Happiness,",855.892,856.453,0.911,SPEAKER_01
1762,people,856.693,856.933,0.822,SPEAKER_01
1763,always,856.973,857.213,0.618,SPEAKER_01
1764,rave,857.374,857.694,0.912,SPEAKER_01
1765,about,857.734,857.934,0.861,SPEAKER_01
1766,happiness.,857.994,858.374,0.985,SPEAKER_01
1767,You're,858.435,858.715,0.796,SPEAKER_01
1768,always,858.755,858.955,0.627,SPEAKER_01
1769,striving,859.035,859.455,0.882,SPEAKER_01
1770,for,859.516,859.636,0.826,SPEAKER_01
1771,happiness.,859.676,860.196,0.786,SPEAKER_01
1772,Happiness,860.737,861.077,0.924,SPEAKER_01
1773,really,861.097,861.337,0.844,SPEAKER_01
1774,comes,861.397,861.577,0.867,SPEAKER_01
1775,and,861.637,861.698,0.848,SPEAKER_01
1776,goes.,861.738,862.178,0.874,SPEAKER_01
1777,It's,863.799,863.9,0.413,SPEAKER_01
1778,a,863.98,864.08,0.753,SPEAKER_01
1779,"feeling,",864.14,864.68,0.857,SPEAKER_01
1780,you,864.72,865.201,0.922,SPEAKER_01
1781,"know,",865.261,865.521,0.961,SPEAKER_01
1782,it's,865.541,865.821,0.309,SPEAKER_01
1783,an,865.841,865.881,0.928,SPEAKER_01
1784,emotion.,865.941,866.442,0.946,SPEAKER_01
1785,It's,866.482,866.562,0.249,SPEAKER_01
1786,"like,",866.842,867.022,0.96,SPEAKER_01
1787,it's,867.683,867.763,0.388,SPEAKER_01
1788,not,867.803,867.943,0.756,SPEAKER_01
1789,always,868.003,868.224,0.761,SPEAKER_01
1790,constant.,868.324,868.944,0.875,SPEAKER_01
1791,And,869.345,869.425,0.329,SPEAKER_01
1792,I,869.445,869.465,0.897,SPEAKER_01
1793,think,869.505,869.645,0.937,SPEAKER_01
1794,some,869.685,869.805,0.892,SPEAKER_01
1795,people,869.845,870.065,0.859,SPEAKER_01
1796,just,870.265,870.365,0.562,SPEAKER_01
1797,need,870.386,870.566,0.851,SPEAKER_01
1798,to,870.806,870.946,0.798,SPEAKER_01
1799,see,873.468,873.669,0.976,SPEAKER_01
1800,the,873.689,873.749,0.885,SPEAKER_01
1801,world,873.789,873.909,0.163,SPEAKER_01
1802,for,873.929,873.989,0.469,SPEAKER_01
1803,what,874.009,874.129,0.768,SPEAKER_01
1804,it,874.189,874.229,0.95,SPEAKER_01
1805,is.,874.249,875.29,0.845,SPEAKER_01
1806,So,875.978,876.198,0.722,SPEAKER_01
1807,"yeah,",876.258,876.479,0.654,SPEAKER_01
1808,I,876.519,876.539,0.999,SPEAKER_01
1809,could,876.599,876.739,0.945,SPEAKER_01
1810,say,876.799,876.959,0.904,SPEAKER_01
1811,"yeah,",877.019,877.219,0.658,SPEAKER_01
1812,a,877.339,877.359,0.928,SPEAKER_01
1813,life,877.419,877.6,0.951,SPEAKER_01
1814,full,877.64,877.78,0.448,SPEAKER_01
1815,of,877.82,877.86,0.998,SPEAKER_01
1816,"happiness,",877.9,878.481,0.915,SPEAKER_01
1817,but,878.621,878.741,0.958,SPEAKER_01
1818,I,878.821,878.901,0.986,SPEAKER_01
1819,know,879.021,879.381,0.826,SPEAKER_01
1820,that,879.401,882.024,0.323,SPEAKER_01
1821,there's,882.044,882.224,0.864,SPEAKER_01
1822,gonna,882.244,882.405,0.392,SPEAKER_01
1823,be,882.485,882.525,0.985,SPEAKER_01
1824,ups,882.565,882.685,0.647,SPEAKER_01
1825,and,882.725,882.825,0.833,SPEAKER_01
1826,downs.,882.865,883.165,0.877,SPEAKER_01
1827,It's,884.967,885.147,0.662,SPEAKER_01
1828,gonna,885.187,885.347,0.417,SPEAKER_01
1829,be,885.428,885.548,0.988,SPEAKER_01
1830,challenging,885.648,886.108,0.976,SPEAKER_01
1831,at,886.168,886.248,0.592,SPEAKER_01
1832,times.,886.308,886.689,0.845,SPEAKER_01
1833,So,886.909,887.149,0.964,SPEAKER_01
1834,as,887.45,887.51,0.778,SPEAKER_01
1835,long,887.57,887.75,0.871,SPEAKER_01
1836,as,887.83,887.93,0.558,SPEAKER_01
1837,we,888.19,888.471,0.988,SPEAKER_01
1838,live,888.551,888.731,0.848,SPEAKER_01
1839,a,888.791,888.851,0.819,SPEAKER_01
1840,really,888.891,889.211,0.552,SPEAKER_01
1841,fulfilling,889.532,890.032,0.827,SPEAKER_01
1842,"life,",890.092,890.453,0.98,SPEAKER_01
1843,full,890.953,891.093,0.316,SPEAKER_01
1844,of,891.153,891.193,0.514,SPEAKER_01
1845,"purpose,",891.253,891.914,0.919,SPEAKER_01
1846,remain,892.555,892.915,0.754,SPEAKER_01
1847,God,892.935,893.095,0.94,SPEAKER_01
1848,at,893.135,893.195,0.974,SPEAKER_01
1849,the,893.235,893.336,0.952,SPEAKER_01
1850,"center,",893.376,893.976,0.893,SPEAKER_01
1851,and,896.098,896.379,0.817,SPEAKER_01
1852,"yeah,",899.602,900.042,0.659,SPEAKER_01
1853,and,900.062,900.162,0.894,SPEAKER_01
1854,are,900.203,900.283,0.474,SPEAKER_01
1855,"content,",900.343,900.963,0.917,SPEAKER_01
1856,I,901.984,902.044,0.92,SPEAKER_01
1857,think,902.084,902.245,0.974,SPEAKER_01
1858,that's,902.325,902.565,0.861,SPEAKER_01
1859,my,902.845,902.985,0.993,SPEAKER_01
1860,hope,903.025,903.226,0.94,SPEAKER_01
1861,for,903.286,903.406,0.876,SPEAKER_01
1862,us,903.506,903.626,0.962,SPEAKER_01
1863,for,905.007,905.107,0.952,SPEAKER_01
1864,the,905.148,905.208,0.995,SPEAKER_01
1865,future.,905.248,905.648,0.772,SPEAKER_01
1866,I,906.067,914.041,0.902,SPEAKER_01
1867,like,914.061,914.342,0.322,SPEAKER_00
1868,that.,914.582,915.283,0.777,SPEAKER_00
1869,I,915.343,915.363,0.012,SPEAKER_00
1870,like,916.065,916.265,0.62,SPEAKER_00
1871,that,916.305,916.385,0.501,SPEAKER_00
1872,look.,916.666,917.407,0.566,SPEAKER_00
1873,Forever,917.848,918.629,0.48,SPEAKER_00
1874,in,918.89,918.95,0.746,SPEAKER_00
1875,7.,918.97,919.01,0.999,SPEAKER_00
1876,Forever,919.13,919.29,0.433,SPEAKER_00
1877,in,919.31,919.351,0.5,SPEAKER_00
1878,7.,919.371,924.7,0.78,SPEAKER_00
